"","measurementID","eventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementDeterminedDate","measurementRemarks"
"396","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"397","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405","specific vegetation cover",80,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"398","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A24_T1_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"399","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",12,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"400","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"401","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"402","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"403","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",10,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"404","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",88,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"405","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A25_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"406","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",8,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"407","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"408","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"409","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"410","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"411","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",8,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"412","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"413","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"414","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",8,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"415","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"416","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A26_T1_20110405","specific vegetation cover",72,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"417","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",4,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"418","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",10,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"419","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"420","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"421","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"422","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"423","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"424","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A27_T1_20110406","specific vegetation cover",74,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"425","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",34,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"426","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",12,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"427","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"428","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"429","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",8,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"430","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",8,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"431","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"432","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A28_T1_20110406","specific vegetation cover",86,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"433","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",20,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"434","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"435","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"436","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",10,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"437","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"438","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",4,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"439","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",96,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"440","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A29_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"441","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"442","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",4,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"443","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"444","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"445","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"446","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"447","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"448","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",6,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"449","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",4,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"450","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",78,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"451","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A30_T1_20110406","specific vegetation cover",2,"percentage","Point-Quadrat","20110406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"452","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"453","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",8,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"454","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"455","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"456","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"457","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",18,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"458","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"459","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"460","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"461","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A10_T2_20110405","specific vegetation cover",66,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"462","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",24,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"463","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",16,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"464","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"465","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"466","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"467","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"468","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"469","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20110405","specific vegetation cover",74,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"470","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",30,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"471","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"472","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"473","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",30,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"474","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"475","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"476","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"477","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"478","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",12,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"479","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"480","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_11_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"481","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_12_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"482","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405_13_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A13_T2_20110405","specific vegetation cover",86,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"483","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",24,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"484","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",18,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"485","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"486","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"487","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"488","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"489","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"490","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_08_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",4,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"491","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_09_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"492","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405_10_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A14_T2_20110405","specific vegetation cover",56,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"493","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_01_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",32,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"494","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_02_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",30,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"495","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_03_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",6,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"496","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_04_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",8,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"497","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_05_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"498","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_06_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"499","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405_07_V09","CSIC-EEZ:SERPAM:AMOLADERAS_A15_T2_20110405","specific vegetation cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
