"","occurrenceID","eventID","basisOfRecord","institutionCode","collectionCode","datasetName","ownerInstitutionCode","language","scientificName","kingdom","phylum","class","order","family","genus","taxonRank"
"247","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"248","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"249","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"250","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"251","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"252","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"253","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"254","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"255","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"256","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"257","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"258","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"259","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"260","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"261","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"262","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"263","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"264","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"265","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"266","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"267","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"268","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"269","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"270","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"271","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"272","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20210211_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20210211","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"273","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"274","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"275","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"276","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20230112_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20230112","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"277","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QN_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"278","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QS_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"279","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QE_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"280","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20220128_01","CSIC-EEZ:SERPAM:AMOLADERAS_A15_QW_20220128","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"281","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"282","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"283","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"284","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20100323_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20100323","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"285","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"286","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"287","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"288","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20110208_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20110208","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"289","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"290","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"291","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"292","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20120121_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20120121","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"293","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"294","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"295","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"296","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20130116_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20130116","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"297","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"298","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"299","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"300","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20140115_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20140115","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"301","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"302","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"303","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"304","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20150123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20150123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"305","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"306","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"307","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"308","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20151215_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20151215","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"309","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"310","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"311","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"312","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20170126_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20170126","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"313","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"314","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"316","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20180123_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20180123","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"317","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"318","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"319","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QE_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"320","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20190124_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QW_20190124","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"321","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QN_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
"322","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20200204_01","CSIC-EEZ:SERPAM:AMOLADERAS_A16_QS_20200204","Occurrence","CSIC-EEZ","SERPAM","AMOLADERAS","AMOLADERAS","es","Androcymbium europaeum (Lange) K.Richt.","Plantae","Tracheophyta","Liliopsida","Liliales","Colchicaceae","Colchicum","species"
