"","measurementID","eventID","parentEventID","measurementType","measurementValue","measurementUnit","measurementMethod","measurementDeterminedDate","measurementRemarks"
"391","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",5,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/22064"
"392","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",8,"percentage","Point-Quadrat","20170404",NA
"393","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",68,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"394","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",94,"percentage","Point-Quadrat","20170404","https://vocabs.lter-europe.net/envthes/en/page/20537"
"395","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",16,"total number","Point-Quadrat. Number of species","20170404","https://vocabs.lter-europe.net/envthes/en/page/22196"
"396","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20170404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",2.37399706421526,NA,"Point-Quadrat. Shannon Index","20170404","https://vocabs.lter-europe.net/envthes/en/page/21513"
"397","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",6,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/22064"
"398","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",10,"percentage","Point-Quadrat","20180406",NA
"399","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",58,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"400","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",66,"percentage","Point-Quadrat","20180406","https://vocabs.lter-europe.net/envthes/en/page/20537"
"401","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",4,"total number","Point-Quadrat. Number of species","20180406","https://vocabs.lter-europe.net/envthes/en/page/22196"
"402","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20180406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",0.729774721449293,NA,"Point-Quadrat. Shannon Index","20180406","https://vocabs.lter-europe.net/envthes/en/page/21513"
"403","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",3,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"404","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",14,"percentage","Point-Quadrat","20190510",NA
"405","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",38,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"406","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",38,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"407","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",2,"total number","Point-Quadrat. Number of species","20190510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"408","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",0.680629487891663,NA,"Point-Quadrat. Shannon Index","20190510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"409","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",3,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/22064"
"410","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",1,"percentage","Point-Quadrat","20200312",NA
"411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",88,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"412","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",120,"percentage","Point-Quadrat","20200312","https://vocabs.lter-europe.net/envthes/en/page/20537"
"413","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",9,"total number","Point-Quadrat. Number of species","20200312","https://vocabs.lter-europe.net/envthes/en/page/22196"
"414","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20200312","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",1.3869829880581,NA,"Point-Quadrat. Shannon Index","20200312","https://vocabs.lter-europe.net/envthes/en/page/21513"
"415","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",6,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"416","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",7,"percentage","Point-Quadrat","20220510",NA
"417","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",42,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"418","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",46,"percentage","Point-Quadrat","20220510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"419","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",9,"total number","Point-Quadrat. Number of species","20220510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"420","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20220510","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",1.9552978428424,NA,"Point-Quadrat. Shannon Index","20220510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"421","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","bare soil cover",16,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/22064"
"422","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","musk/lichen cover",1,"percentage","Point-Quadrat","20230411",NA
"423","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","vegetation cover",32,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"424","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","total specific cover",38,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"425","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","plant species richness",5,"total number","Point-Quadrat. Number of species","20230411","https://vocabs.lter-europe.net/envthes/en/page/22196"
"426","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A11_T2","diversity index",1.43917411542133,NA,"Point-Quadrat. Shannon Index","20230411","https://vocabs.lter-europe.net/envthes/en/page/21513"
"427","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",1,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/22064"
"428","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",45,"percentage","Point-Quadrat","20110405",NA
"429","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",70,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"430","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",78,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
"431","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",5,"total number","Point-Quadrat. Number of species","20110405","https://vocabs.lter-europe.net/envthes/en/page/22196"
"432","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",0.727643879431953,NA,"Point-Quadrat. Shannon Index","20110405","https://vocabs.lter-europe.net/envthes/en/page/21513"
"433","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",1,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/22064"
"434","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",14,"percentage","Point-Quadrat","20120315",NA
"435","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",62,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/20537"
"436","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",82,"percentage","Point-Quadrat","20120315","https://vocabs.lter-europe.net/envthes/en/page/20537"
"437","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",7,"total number","Point-Quadrat. Number of species","20120315","https://vocabs.lter-europe.net/envthes/en/page/22196"
"438","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20120315","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",1.31268619686881,NA,"Point-Quadrat. Shannon Index","20120315","https://vocabs.lter-europe.net/envthes/en/page/21513"
"439","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",4,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/22064"
"440","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",32,"percentage","Point-Quadrat","20130401",NA
"441","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",48,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"442","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",60,"percentage","Point-Quadrat","20130401","https://vocabs.lter-europe.net/envthes/en/page/20537"
"443","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",6,"total number","Point-Quadrat. Number of species","20130401","https://vocabs.lter-europe.net/envthes/en/page/22196"
"444","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20130401","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",1.17567463459317,NA,"Point-Quadrat. Shannon Index","20130401","https://vocabs.lter-europe.net/envthes/en/page/21513"
"445","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",2,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/22064"
"446","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",41,"percentage","Point-Quadrat","20140408",NA
"447","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",30,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"448","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",30,"percentage","Point-Quadrat","20140408","https://vocabs.lter-europe.net/envthes/en/page/20537"
"449","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",2,"total number","Point-Quadrat. Number of species","20140408","https://vocabs.lter-europe.net/envthes/en/page/22196"
"450","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20140408","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",0.244930026794635,NA,"Point-Quadrat. Shannon Index","20140408","https://vocabs.lter-europe.net/envthes/en/page/21513"
"451","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",7,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/22064"
"452","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",18,"percentage","Point-Quadrat","20150514",NA
"453","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",42,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/20537"
"454","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",46,"percentage","Point-Quadrat","20150514","https://vocabs.lter-europe.net/envthes/en/page/20537"
"455","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",3,"total number","Point-Quadrat. Number of species","20150514","https://vocabs.lter-europe.net/envthes/en/page/22196"
"456","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20150514","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",0.902182548904865,NA,"Point-Quadrat. Shannon Index","20150514","https://vocabs.lter-europe.net/envthes/en/page/21513"
"457","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",2,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/22064"
"458","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",20,"percentage","Point-Quadrat","20190510",NA
"459","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",24,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"460","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",24,"percentage","Point-Quadrat","20190510","https://vocabs.lter-europe.net/envthes/en/page/20537"
"461","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",1,"total number","Point-Quadrat. Number of species","20190510","https://vocabs.lter-europe.net/envthes/en/page/22196"
"462","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20190510","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",0,NA,"Point-Quadrat. Shannon Index","20190510","https://vocabs.lter-europe.net/envthes/en/page/21513"
"463","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","bare soil cover",4,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/22064"
"464","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","musk/lichen cover",6,"percentage","Point-Quadrat","20230411",NA
"465","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","vegetation cover",68,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"466","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","total specific cover",90,"percentage","Point-Quadrat","20230411","https://vocabs.lter-europe.net/envthes/en/page/20537"
"467","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","plant species richness",2,"total number","Point-Quadrat. Number of species","20230411","https://vocabs.lter-europe.net/envthes/en/page/22196"
"468","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1_20230411","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T1","diversity index",0.673011667009257,NA,"Point-Quadrat. Shannon Index","20230411","https://vocabs.lter-europe.net/envthes/en/page/21513"
"469","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","bare soil cover",1,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/22064"
"470","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","musk/lichen cover",34,"percentage","Point-Quadrat","20100413",NA
"471","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","vegetation cover",84,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"472","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V03","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","total specific cover",106,"percentage","Point-Quadrat","20100413","https://vocabs.lter-europe.net/envthes/en/page/20537"
"473","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V20","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","plant species richness",5,"total number","Point-Quadrat. Number of species","20100413","https://vocabs.lter-europe.net/envthes/en/page/22196"
"474","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413_V17","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20100413","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","diversity index",0.884454623413452,NA,"Point-Quadrat. Shannon Index","20100413","https://vocabs.lter-europe.net/envthes/en/page/21513"
"475","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405_V24","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","bare soil cover",2,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/22064"
"476","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405_V28","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","musk/lichen cover",22,"percentage","Point-Quadrat","20110405",NA
"477","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405_V06","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2_20110405","CSIC-EEZ:SERPAM:AMOLADERAS_A16_T2","vegetation cover",72,"percentage","Point-Quadrat","20110405","https://vocabs.lter-europe.net/envthes/en/page/20537"
